"","x","items","count","total","rnd","customer","age","city","payment_type"
"1022",1022,"frankfurter,chicken,butter milk,margarine,long life bakery product",5,996,4,"Adel",50,"Alexandria","Credit"
"1023",1023,"whole milk,white bread",2,1433,4,"Adel",50,"Alexandria","Cash"
"1024",1024,"sausage,root vegetables,domestic eggs,dish cleaner",4,924,5,"Shimaa",55,"Port Said","Credit"
"1025",1025,"grapes,zwieback,soda,waffles",4,985,4,"Adel",50,"Alexandria","Cash"
"1026",1026,"brown bread",1,1481,10,"Samy",55,"Alexandria","Cash"
"1027",1027,"root vegetables,other vegetables,cream cheese ,pasta,oil,margarine,salty snack,pot plants",8,460,8,"Rania",37,"Dakahlia","Cash"
"1028",1028,"UHT-milk,bottled water",2,1409,12,"Eman",23,"Aswan","Cash"
"1029",1029,"onions",1,994,3,"Ahmed",30,"Giza","Cash"
"1030",1030,"beef,bottled water,misc. beverages,specialty chocolate,shopping bags",5,1286,9,"Maged",60,"Hurghada","Credit"
"1031",1031,"pork,whole milk,rolls/buns,bottled beer",4,1434,9,"Maged",60,"Hurghada","Cash"
"1032",1032,"canned beer,specialty chocolate,candy,shopping bags",4,497,1,"Farida",22,"Cairo","Cash"
"1033",1033,"yogurt,margarine",2,434,15,"Sameh",35,"Hurghada","Credit"
"1034",1034,"yogurt,whipped/sour cream,flour,margarine,sugar,baking powder,cat food,soda,fruit/vegetable juice,chocolate,hygiene articles,napkins,newspapers",13,974,5,"Shimaa",55,"Port Said","Credit"
"1035",1035,"pip fruit,curd,dessert,yogurt,specialty chocolate,specialty bar,newspapers,shopping bags",8,2357,1,"Farida",22,"Cairo","Cash"
"1036",1036,"meat,chicken,root vegetables,whole milk,oil",5,2136,14,"Magdy",36,"Sohag","Credit"
"1037",1037,"coffee,misc. beverages,bottled beer",3,2452,1,"Farida",22,"Cairo","Cash"
"1038",1038,"bottled water",1,559,3,"Ahmed",30,"Giza","Cash"
"1039",1039,"bottled beer,liquor",2,2042,15,"Sameh",35,"Hurghada","Credit"
"1040",1040,"sausage,whole milk,whipped/sour cream,pasta,pet care,fruit/vegetable juice",6,193,7,"Huda",39,"Gharbia","Cash"
"1041",1041,"shopping bags",1,811,3,"Ahmed",30,"Giza","Cash"
"1042",1042,"pork,herbs,other vegetables,yogurt,domestic eggs,specialty bar,dishes",7,299,7,"Huda",39,"Gharbia","Cash"
"1043",1043,"frankfurter,other vegetables,specialty cheese,chewing gum",4,932,14,"Magdy",36,"Sohag","Credit"
"1044",1044,"ice cream",1,1005,6,"Walaa",29,"Cairo","Credit"
"1045",1045,"root vegetables,other vegetables,spread cheese,margarine,canned beer",5,344,4,"Adel",50,"Alexandria","Credit"
"1046",1046,"sausage,tropical fruit,grapes,other vegetables,processed cheese,frozen meals,domestic eggs,white bread,salty snack,newspapers",10,968,9,"Maged",60,"Hurghada","Cash"
"1047",1047,"sausage,citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,spread cheese,frozen vegetables,pastry,instant coffee,soda,fruit/vegetable juice,hygiene articles",15,450,12,"Eman",23,"Aswan","Credit"
"1048",1048,"root vegetables",1,2391,14,"Magdy",36,"Sohag","Cash"
"1049",1049,"canned vegetables",1,1136,1,"Farida",22,"Cairo","Cash"
"1050",1050,"tropical fruit,whole milk,white bread,brown bread,misc. beverages,bottled beer",6,485,14,"Magdy",36,"Sohag","Cash"
"1051",1051,"grapes,yogurt,UHT-milk,soft cheese,rolls/buns,fruit/vegetable juice,candy,dental care,newspapers,shopping bags",10,298,1,"Farida",22,"Cairo","Credit"
"1052",1052,"whole milk,pastry",2,2109,3,"Ahmed",30,"Giza","Credit"
"1053",1053,"frankfurter,whole milk,yogurt,domestic eggs,brown bread,margarine,fruit/vegetable juice,canned beer,shopping bags",9,960,15,"Sameh",35,"Hurghada","Credit"
"1054",1054,"dessert,bottled water,soda",3,247,10,"Samy",55,"Alexandria","Credit"
"1055",1055,"shopping bags",1,1958,10,"Samy",55,"Alexandria","Credit"
"1056",1056,"butter,rolls/buns,salt",3,1275,6,"Walaa",29,"Cairo","Cash"
"1057",1057,"frankfurter,ham,chicken,whole milk,butter,processed cheese,frozen vegetables,white bread,pastry,soda,fruit/vegetable juice,red/blush wine,chocolate,pot plants",14,758,6,"Walaa",29,"Cairo","Credit"
"1058",1058,"pork,ice cream,soda,cake bar",4,2220,9,"Maged",60,"Hurghada","Credit"
"1059",1059,"whole milk,rolls/buns,roll products ,zwieback,bottled beer",5,734,1,"Farida",22,"Cairo","Credit"
"1060",1060,"brown bread",1,1658,15,"Sameh",35,"Hurghada","Credit"
"1061",1061,"frozen fish,canned beer,red/blush wine",3,1407,9,"Maged",60,"Hurghada","Cash"
"1062",1062,"soda,misc. beverages",2,1674,9,"Maged",60,"Hurghada","Credit"
"1063",1063,"whole milk,frozen vegetables",2,1449,10,"Samy",55,"Alexandria","Cash"
"1064",1064,"pork,hamburger meat,pip fruit,grapes,root vegetables,other vegetables,whole milk,yogurt,cream cheese ,frozen dessert,sugar,meat spreads,soda,fruit/vegetable juice",14,2264,4,"Adel",50,"Alexandria","Cash"
"1065",1065,"whipped/sour cream",1,556,13,"Sayed",37,"Cairo","Cash"
"1066",1066,"frankfurter,pip fruit,root vegetables,curd,yogurt,UHT-milk,white bread,pastry,instant coffee,waffles,dish cleaner",11,365,7,"Huda",39,"Gharbia","Cash"
"1067",1067,"grapes,other vegetables,whole milk,butter,toilet cleaner,newspapers",6,2369,11,"Hanan",22,"Fayoum","Cash"
"1068",1068,"sausage,grapes,butter,curd,yogurt,whipped/sour cream,beverages,UHT-milk,sliced cheese,processed cheese,rolls/buns,pastry,chocolate",13,827,2,"Mohamed",25,"Alexandria","Credit"
"1069",1069,"citrus fruit,white bread,liquor,specialty bar,shopping bags",5,2444,6,"Walaa",29,"Cairo","Credit"
"1070",1070,"ham,butter,yogurt,hard cheese,ice cream,domestic eggs,misc. beverages,fruit/vegetable juice",8,1673,15,"Sameh",35,"Hurghada","Credit"
"1071",1071,"chewing gum",1,2000,8,"Rania",37,"Dakahlia","Cash"
"1072",1072,"beef",1,1930,10,"Samy",55,"Alexandria","Credit"
"1073",1073,"beef,tropical fruit,pip fruit,grapes,root vegetables,processed cheese,rolls/buns,white bread,pastry,pasta,specialty vegetables,cat food,soda,misc. beverages",14,1289,13,"Sayed",37,"Cairo","Cash"
"1074",1074,"other vegetables,whole milk,yogurt,specialty cheese,cereals,bottled beer,long life bakery product",7,167,14,"Magdy",36,"Sohag","Credit"
"1075",1075,"frankfurter,sausage,ham,other vegetables,domestic eggs,rolls/buns,pastry,long life bakery product,specialty bar,chocolate marshmallow",10,610,13,"Sayed",37,"Cairo","Cash"
"1076",1076,"canned fish",1,1837,3,"Ahmed",30,"Giza","Credit"
"1077",1077,"sausage,other vegetables,whole milk,sliced cheese,white bread,baking powder,pickled vegetables,rum",8,1575,1,"Farida",22,"Cairo","Cash"
"1078",1078,"bottled water,soda,fruit/vegetable juice,long life bakery product,chewing gum,candy",6,2268,11,"Hanan",22,"Fayoum","Credit"
"1079",1079,"specialty cheese",1,1439,11,"Hanan",22,"Fayoum","Credit"
"1080",1080,"bottled water,soda",2,1238,12,"Eman",23,"Aswan","Credit"
"1081",1081,"bottled water,soda,chewing gum",3,750,10,"Samy",55,"Alexandria","Credit"
"1082",1082,"chicken,beef,whole milk,curd,brown bread,pastry,sauces,pickled vegetables,bottled water,soda,salty snack,waffles,specialty bar,napkins,light bulbs",15,2081,8,"Rania",37,"Dakahlia","Credit"
"1083",1083,"frankfurter,tropical fruit,dessert,pastry,flour,margarine,sugar,artif. sweetener,sauces,rum,skin care",11,1204,1,"Farida",22,"Cairo","Credit"
"1084",1084,"chicken,citrus fruit,root vegetables,other vegetables,whole milk,yogurt,hard cheese,processed cheese,mayonnaise,frozen vegetables,pastry,roll products ,rice,margarine,sugar,pickled vegetables,bottled water,fruit/vegetable juice,candy,skin care,napkins",21,2444,9,"Maged",60,"Hurghada","Cash"
"1085",1085,"chicken,tropical fruit,whole milk,condensed milk,soft cheese,processed cheese,domestic eggs,white bread,pastry,semi-finished bread,soda,long life bakery product,waffles,specialty chocolate,napkins,dishes,kitchen towels,shopping bags",18,1798,11,"Hanan",22,"Fayoum","Cash"
"1086",1086,"butter,rolls/buns,pastry,bottled water,canned beer,waffles",6,832,4,"Adel",50,"Alexandria","Credit"
"1087",1087,"citrus fruit,root vegetables,dessert,yogurt,UHT-milk,brown bread",6,170,9,"Maged",60,"Hurghada","Cash"
"1088",1088,"whipped/sour cream,beverages,liquor (appetizer)",3,776,13,"Sayed",37,"Cairo","Cash"
"1089",1089,"frankfurter,turkey,citrus fruit",3,1183,7,"Huda",39,"Gharbia","Credit"
"1090",1090,"beef,citrus fruit,other vegetables,whole milk,domestic eggs,rolls/buns,brown bread,coffee,soda,salty snack,shopping bags",11,1114,4,"Adel",50,"Alexandria","Credit"
"1091",1091,"chicken,other vegetables,white wine,specialty chocolate",4,259,10,"Samy",55,"Alexandria","Credit"
"1092",1092,"sausage,finished products,tropical fruit,pip fruit,other vegetables,butter,curd,dessert,butter milk,yogurt,whipped/sour cream,soft cheese,frozen vegetables,rolls/buns,white bread,brown bread,pastry,pasta,soups,baby food,fruit/vegetable juice,salty snack,waffles,cake bar,chocolate,shopping bags",26,1818,5,"Shimaa",55,"Port Said","Credit"
"1093",1093,"citrus fruit,whole milk,butter,dessert,UHT-milk,flower (seeds),shopping bags",7,2127,8,"Rania",37,"Dakahlia","Credit"
"1094",1094,"ice cream,coffee,waffles",3,498,13,"Sayed",37,"Cairo","Credit"
"1095",1095,"specialty chocolate",1,485,15,"Sameh",35,"Hurghada","Cash"
"1096",1096,"frankfurter,herbs,yogurt,UHT-milk,mayonnaise,frozen vegetables,margarine,bottled water,soda,salty snack,seasonal products,detergent,pot plants",13,1880,10,"Samy",55,"Alexandria","Cash"
"1097",1097,"pork",1,2090,14,"Magdy",36,"Sohag","Cash"
"1098",1098,"UHT-milk,vinegar,waffles,chocolate",4,1129,7,"Huda",39,"Gharbia","Cash"
"1099",1099,"UHT-milk,domestic eggs,brown bread,coffee,soda,canned beer,liquor (appetizer),newspapers",8,1212,14,"Magdy",36,"Sohag","Credit"
"1100",1100,"cookware",1,2374,1,"Farida",22,"Cairo","Credit"
"1101",1101,"citrus fruit,butter,UHT-milk,margarine,bottled beer",5,645,9,"Maged",60,"Hurghada","Cash"
"1102",1102,"sausage,hamburger meat,tropical fruit,onions,other vegetables,butter,yogurt,white bread,brown bread,margarine,cat food",11,1667,14,"Magdy",36,"Sohag","Cash"
"1103",1103,"frankfurter,root vegetables,other vegetables,domestic eggs,rolls/buns,pastry,soups,Instant food products,bottled water",9,1931,2,"Mohamed",25,"Alexandria","Cash"
"1104",1104,"citrus fruit,yogurt,UHT-milk,cream cheese ,dish cleaner,house keeping products,shopping bags",7,2264,1,"Farida",22,"Cairo","Cash"
"1105",1105,"ham,whole milk,processed cheese,white bread,semi-finished bread,bottled water,soda,fruit/vegetable juice,popcorn,chewing gum,shopping bags",11,637,14,"Magdy",36,"Sohag","Cash"
"1106",1106,"ham,chicken,citrus fruit,pip fruit,herbs,other vegetables,butter,napkins",8,1067,7,"Huda",39,"Gharbia","Cash"
"1107",1107,"bottled water,canned beer",2,1707,4,"Adel",50,"Alexandria","Cash"
"1108",1108,"popcorn,candy",2,185,9,"Maged",60,"Hurghada","Cash"
"1109",1109,"tropical fruit,pip fruit,other vegetables,cream cheese ,soda,bottled beer",6,1727,1,"Farida",22,"Cairo","Credit"
"1110",1110,"frankfurter,sausage,UHT-milk,frozen meals,frozen dessert,domestic eggs,rolls/buns,pastry,mustard,coffee",10,1521,8,"Rania",37,"Dakahlia","Cash"
"1111",1111,"hamburger meat,citrus fruit,packaged fruit/vegetables,rolls/buns,vinegar,cocoa drinks,specialty chocolate",7,796,7,"Huda",39,"Gharbia","Cash"
"1112",1112,"soda,candy",2,2307,14,"Magdy",36,"Sohag","Credit"
"1113",1113,"sausage,root vegetables,rolls/buns,bottled water,white wine,flower (seeds)",6,140,3,"Ahmed",30,"Giza","Cash"
"1114",1114,"yogurt,sliced cheese,frozen vegetables,frozen meals,pickled vegetables,coffee,instant coffee",7,2342,2,"Mohamed",25,"Alexandria","Cash"
"1115",1115,"meat,other vegetables,whole milk,yogurt,soft cheese,sliced cheese,domestic eggs,margarine,cat food,pet care,coffee,bottled beer,red/blush wine,dish cleaner,napkins,kitchen towels",16,1490,10,"Samy",55,"Alexandria","Credit"
"1116",1116,"red/blush wine",1,1738,12,"Eman",23,"Aswan","Credit"
"1117",1117,"UHT-milk,instant coffee",2,1300,15,"Sameh",35,"Hurghada","Credit"
"1118",1118,"brown bread",1,803,6,"Walaa",29,"Cairo","Credit"
"1119",1119,"semi-finished bread",1,1271,9,"Maged",60,"Hurghada","Cash"
"1120",1120,"whole milk,soda,misc. beverages,shopping bags",4,865,10,"Samy",55,"Alexandria","Credit"
"1121",1121,"cat food,dish cleaner,shopping bags",3,2257,10,"Samy",55,"Alexandria","Credit"
"1122",1122,"citrus fruit,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,whole milk,curd,dessert,whipped/sour cream,UHT-milk,frozen vegetables,frozen meals,bottled water,fruit/vegetable juice,specialty chocolate,napkins",17,1206,6,"Walaa",29,"Cairo","Credit"
"1123",1123,"citrus fruit,other vegetables,butter,soda,bottled beer,canned beer,waffles,chocolate,seasonal products",9,559,4,"Adel",50,"Alexandria","Credit"
"1124",1124,"meat,other vegetables,packaged fruit/vegetables,cream cheese ,margarine,bottled water,salty snack",7,881,12,"Eman",23,"Aswan","Cash"
"1125",1125,"rolls/buns",1,2345,2,"Mohamed",25,"Alexandria","Cash"
"1126",1126,"root vegetables,whipped/sour cream,salt,fruit/vegetable juice,salty snack",5,1794,2,"Mohamed",25,"Alexandria","Cash"
"1127",1127,"tropical fruit,other vegetables,whole milk,curd,whipped/sour cream,bottled beer",6,802,8,"Rania",37,"Dakahlia","Credit"
"1128",1128,"brown bread,oil,sugar,soda,bottled beer",5,1062,3,"Ahmed",30,"Giza","Credit"
"1129",1129,"shopping bags",1,875,9,"Maged",60,"Hurghada","Credit"
"1130",1130,"grapes,brown bread,bottled beer,white wine",4,668,4,"Adel",50,"Alexandria","Credit"
"1131",1131,"ham,tropical fruit,cream cheese ,processed cheese,white bread,candy",6,1935,6,"Walaa",29,"Cairo","Cash"
"1132",1132,"root vegetables,skin care",2,2407,13,"Sayed",37,"Cairo","Cash"
"1133",1133,"ice cream,misc. beverages,canned beer,napkins,shopping bags",5,1182,1,"Farida",22,"Cairo","Cash"
"1134",1134,"tropical fruit,other vegetables,bottled water,bottled beer,napkins",5,1103,9,"Maged",60,"Hurghada","Cash"
"1135",1135,"finished products,other vegetables,soda,fruit/vegetable juice",4,2076,11,"Hanan",22,"Fayoum","Credit"
"1136",1136,"dessert",1,492,1,"Farida",22,"Cairo","Cash"
"1137",1137,"sparkling wine",1,1663,3,"Ahmed",30,"Giza","Credit"
"1138",1138,"other vegetables,yogurt,oil,dental care",4,2469,15,"Sameh",35,"Hurghada","Cash"
"1139",1139,"misc. beverages",1,2173,8,"Rania",37,"Dakahlia","Cash"
"1140",1140,"other vegetables,nut snack",2,1069,3,"Ahmed",30,"Giza","Cash"
"1141",1141,"misc. beverages",1,1276,4,"Adel",50,"Alexandria","Credit"
"1142",1142,"dessert,yogurt,UHT-milk,soda,canned beer,light bulbs",6,900,13,"Sayed",37,"Cairo","Credit"
"1143",1143,"frankfurter,tropical fruit,cream cheese ,rolls/buns,fruit/vegetable juice,kitchen towels,newspapers",7,1052,8,"Rania",37,"Dakahlia","Cash"
"1144",1144,"sausage,citrus fruit,pip fruit,yogurt,beverages,sliced cheese,sugar,bottled water,soda,cake bar",10,124,6,"Walaa",29,"Cairo","Cash"
"1145",1145,"meat,citrus fruit,root vegetables,other vegetables,whipped/sour cream,semi-finished bread,salty snack",7,1282,14,"Magdy",36,"Sohag","Credit"
"1146",1146,"sausage,yogurt,pastry,margarine,soda,bottled beer,flower (seeds)",7,585,6,"Walaa",29,"Cairo","Cash"
"1147",1147,"onions",1,1660,9,"Maged",60,"Hurghada","Cash"
"1148",1148,"beef,citrus fruit,onions,herbs,other vegetables,whole milk,yogurt,whipped/sour cream,specialty cheese,brown bread,canned vegetables,bottled water,dish cleaner,abrasive cleaner,hygiene articles",15,1731,1,"Farida",22,"Cairo","Credit"
"1149",1149,"pip fruit,other vegetables,butter,yogurt,whipped/sour cream,brown bread,pastry,fruit/vegetable juice,detergent",9,1785,3,"Ahmed",30,"Giza","Cash"
"1150",1150,"ham,hamburger meat,onions,other vegetables,processed cheese,frozen vegetables,domestic eggs,rolls/buns,white bread,cookware,shopping bags",11,1364,6,"Walaa",29,"Cairo","Cash"
"1151",1151,"yogurt,newspapers",2,1027,6,"Walaa",29,"Cairo","Cash"
"1152",1152,"citrus fruit,grapes,curd,bottled water,waffles",5,1423,14,"Magdy",36,"Sohag","Cash"
"1153",1153,"other vegetables,sugar",2,1327,9,"Maged",60,"Hurghada","Credit"
"1154",1154,"pork,frozen meals,frozen fish,shopping bags",4,1954,14,"Magdy",36,"Sohag","Cash"
"1155",1155,"bathroom cleaner",1,1829,11,"Hanan",22,"Fayoum","Cash"
"1156",1156,"ham,grapes,spread cheese,ice cream,frozen potato products,white bread,oil,pudding powder",8,2440,5,"Shimaa",55,"Port Said","Credit"
"1157",1157,"grapes,specialty cheese,pasta,coffee,bottled water,soda,canned beer,brandy,white wine",9,1184,10,"Samy",55,"Alexandria","Cash"
"1158",1158,"pastry",1,1972,4,"Adel",50,"Alexandria","Cash"
"1159",1159,"citrus fruit,bottled water,red/blush wine,photo/film",4,1955,8,"Rania",37,"Dakahlia","Credit"
"1160",1160,"photo/film",1,1440,12,"Eman",23,"Aswan","Credit"
"1161",1161,"dessert,white bread",2,507,11,"Hanan",22,"Fayoum","Credit"
"1162",1162,"citrus fruit,tropical fruit,pip fruit,long life bakery product",4,2232,3,"Ahmed",30,"Giza","Credit"
"1163",1163,"soda",1,1017,9,"Maged",60,"Hurghada","Credit"
"1164",1164,"chewing gum",1,193,9,"Maged",60,"Hurghada","Cash"
"1165",1165,"root vegetables,sliced cheese,soda,bottled beer",4,2444,11,"Hanan",22,"Fayoum","Cash"
"1166",1166,"pork,other vegetables",2,1767,7,"Huda",39,"Gharbia","Credit"
"1167",1167,"turkey,whole milk,UHT-milk,fruit/vegetable juice",4,758,7,"Huda",39,"Gharbia","Credit"
"1168",1168,"tropical fruit,other vegetables,soda,candy,shopping bags",5,2184,6,"Walaa",29,"Cairo","Credit"
"1169",1169,"sausage,other vegetables,pasta,oil,margarine,coffee,syrup,canned beer,napkins,light bulbs,shopping bags",11,1247,1,"Farida",22,"Cairo","Credit"
"1170",1170,"sausage,meat,other vegetables,brown bread,canned fish,bottled water,canned beer,liquor (appetizer),shopping bags",9,1926,14,"Magdy",36,"Sohag","Credit"
"1171",1171,"pork,tropical fruit,other vegetables,dessert,yogurt,roll products ,flour,rice,coffee,bottled water,soda,fruit/vegetable juice,canned beer,salty snack",14,1829,15,"Sameh",35,"Hurghada","Credit"
"1172",1172,"sausage,citrus fruit,pip fruit,mayonnaise,brown bread,shopping bags",6,524,15,"Sameh",35,"Hurghada","Cash"
"1173",1173,"grapes,chocolate,light bulbs",3,224,3,"Ahmed",30,"Giza","Credit"
"1174",1174,"grapes,pastry,salty snack,light bulbs,shopping bags",5,696,15,"Sameh",35,"Hurghada","Cash"
"1175",1175,"other vegetables,yogurt,processed cheese,ketchup,bottled water,male cosmetics",6,419,11,"Hanan",22,"Fayoum","Credit"
"1176",1176,"pot plants",1,2314,10,"Samy",55,"Alexandria","Credit"
"1177",1177,"bottled water,pot plants",2,582,13,"Sayed",37,"Cairo","Cash"
"1178",1178,"prosecco,hygiene articles,pot plants",3,2267,13,"Sayed",37,"Cairo","Credit"
"1179",1179,"UHT-milk,soda,dish cleaner,napkins",4,1859,2,"Mohamed",25,"Alexandria","Cash"
"1180",1180,"bottled water,soda,chewing gum,specialty chocolate,candy",5,2216,3,"Ahmed",30,"Giza","Credit"
"1181",1181,"rolls/buns,canned fish,canned beer",3,1684,15,"Sameh",35,"Hurghada","Cash"
"1182",1182,"specialty chocolate",1,824,2,"Mohamed",25,"Alexandria","Cash"
"1183",1183,"beef,other vegetables,butter milk,yogurt,whipped/sour cream,cream cheese ,white bread,fruit/vegetable juice,bottled beer,chocolate",10,1820,13,"Sayed",37,"Cairo","Cash"
"1184",1184,"tropical fruit,pasta,bottled water",3,103,7,"Huda",39,"Gharbia","Cash"
"1185",1185,"beef,root vegetables,other vegetables,butter,yogurt,rolls/buns,flour",7,2078,10,"Samy",55,"Alexandria","Credit"
"1186",1186,"rolls/buns,white wine",2,1948,11,"Hanan",22,"Fayoum","Cash"
"1187",1187,"berries,root vegetables,whipped/sour cream,roll products ,bottled beer",5,1897,9,"Maged",60,"Hurghada","Credit"
"1188",1188,"sausage,hamburger meat,whole milk,rolls/buns,oil,pickled vegetables,softener,hygiene articles",8,180,7,"Huda",39,"Gharbia","Cash"
"1189",1189,"chicken,pork,beef,whole milk,curd,whipped/sour cream",6,1104,6,"Walaa",29,"Cairo","Cash"
"1190",1190,"sausage,citrus fruit,whole milk,cream cheese ,processed cheese,frozen vegetables,rolls/buns,pastry,fruit/vegetable juice,chewing gum",10,1483,7,"Huda",39,"Gharbia","Cash"
"1191",1191,"shopping bags",1,2162,13,"Sayed",37,"Cairo","Cash"
"1192",1192,"canned beer",1,2436,13,"Sayed",37,"Cairo","Cash"
"1193",1193,"soda,canned beer",2,522,9,"Maged",60,"Hurghada","Credit"
"1194",1194,"yogurt,UHT-milk,rolls/buns",3,228,11,"Hanan",22,"Fayoum","Credit"
"1195",1195,"rolls/buns,red/blush wine,newspapers",3,2183,1,"Farida",22,"Cairo","Cash"
"1196",1196,"rolls/buns,coffee",2,1535,5,"Shimaa",55,"Port Said","Cash"
"1197",1197,"whole milk,brown bread",2,1673,9,"Maged",60,"Hurghada","Cash"
"1198",1198,"citrus fruit,root vegetables,other vegetables,whole milk,curd,yogurt,whipped/sour cream,hard cheese,cream cheese ,domestic eggs,flour,rice,oil,margarine,sugar",15,2454,4,"Adel",50,"Alexandria","Credit"
"1199",1199,"citrus fruit,tropical fruit,grapes,whole milk,brown bread,pastry",6,2008,10,"Samy",55,"Alexandria","Cash"
"1200",1200,"brown bread,chocolate",2,1187,13,"Sayed",37,"Cairo","Credit"
"1201",1201,"tropical fruit,other vegetables,whipped/sour cream,UHT-milk,frozen vegetables,oil,margarine,fruit/vegetable juice,kitchen towels",9,640,9,"Maged",60,"Hurghada","Credit"
"1202",1202,"frankfurter,tropical fruit,butter,whipped/sour cream,frozen vegetables,rolls/buns,sugar,baking powder,bottled water,misc. beverages,long life bakery product,newspapers",12,2105,12,"Eman",23,"Aswan","Credit"
"1203",1203,"coffee",1,741,10,"Samy",55,"Alexandria","Credit"
"1204",1204,"ham,rolls/buns,bottled beer,chewing gum",4,1689,6,"Walaa",29,"Cairo","Credit"
"1205",1205,"other vegetables,curd,yogurt,pickled vegetables,bottled water",5,381,8,"Rania",37,"Dakahlia","Credit"
"1206",1206,"sausage,whole milk,curd,butter milk,whipped/sour cream",5,1026,1,"Farida",22,"Cairo","Cash"
"1207",1207,"pork,whole milk,margarine,soda,canned beer,newspapers",6,921,5,"Shimaa",55,"Port Said","Credit"
"1208",1208,"citrus fruit,yogurt,whipped/sour cream,soda,cookware",5,1425,14,"Magdy",36,"Sohag","Credit"
"1209",1209,"tropical fruit,whole milk,domestic eggs,pastry,hygiene articles",5,2426,9,"Maged",60,"Hurghada","Credit"
"1210",1210,"other vegetables,yogurt,cream cheese ",3,2121,14,"Magdy",36,"Sohag","Cash"
"1211",1211,"pork,whole milk,sugar,soda,long life bakery product,chocolate",6,1476,3,"Ahmed",30,"Giza","Cash"
"1212",1212,"chicken,pork,pip fruit,other vegetables,whole milk,tidbits,frozen fish,rolls/buns,margarine,baking powder,soda,bottled beer,white wine,waffles,chocolate,candy",16,100,15,"Sameh",35,"Hurghada","Credit"
"1213",1213,"root vegetables,whole milk,yogurt,rolls/buns,pot plants",5,1090,1,"Farida",22,"Cairo","Credit"
"1214",1214,"citrus fruit,cake bar,baby cosmetics,shopping bags",4,1586,12,"Eman",23,"Aswan","Cash"
"1215",1215,"fruit/vegetable juice",1,1533,6,"Walaa",29,"Cairo","Credit"
"1216",1216,"beef,tropical fruit,whole milk,ice cream,cat food",5,1692,1,"Farida",22,"Cairo","Cash"
"1217",1217,"frankfurter,sausage,liver loaf,ham,chicken,beef,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,butter,curd,yogurt,whipped/sour cream,beverages,soft cheese,hard cheese,cream cheese ,mayonnaise,domestic eggs,rolls/buns,roll products ,flour,pasta,margarine,specialty fat,sugar,soups,skin care,hygiene articles,candles",32,737,13,"Sayed",37,"Cairo","Cash"
"1218",1218,"frankfurter,pip fruit,other vegetables,yogurt,spread cheese,rolls/buns,white bread,pastry,coffee,soda,waffles,hygiene articles",12,1020,13,"Sayed",37,"Cairo","Cash"
"1219",1219,"beef,hamburger meat,other vegetables,rolls/buns,brown bread,bottled water,soda,bottled beer,canned beer",9,2355,8,"Rania",37,"Dakahlia","Cash"
"1220",1220,"ham,pork,hamburger meat,pip fruit,other vegetables,whole milk,butter,curd,dessert,butter milk,whipped/sour cream,domestic eggs,brown bread,roll products ,hygiene articles",15,2085,2,"Mohamed",25,"Alexandria","Credit"
"1221",1221,"shopping bags",1,827,14,"Magdy",36,"Sohag","Cash"
"1222",1222,"pork,root vegetables,other vegetables,specialty fat,sugar,baking powder,cat food,salty snack,waffles,shopping bags",10,892,8,"Rania",37,"Dakahlia","Credit"
"1223",1223,"condensed milk,bottled water,misc. beverages,bottled beer,bathroom cleaner",5,2210,15,"Sameh",35,"Hurghada","Credit"
"1224",1224,"chicken,bottled beer,red/blush wine,newspapers",4,2178,2,"Mohamed",25,"Alexandria","Cash"
"1225",1225,"sausage,meat,butter,domestic eggs,cat food",5,1541,12,"Eman",23,"Aswan","Credit"
"1226",1226,"bottled beer,pot plants",2,2022,13,"Sayed",37,"Cairo","Credit"
"1227",1227,"chicken,pork,grapes,other vegetables,domestic eggs,rolls/buns,pastry,soda,specialty bar",9,438,14,"Magdy",36,"Sohag","Cash"
"1228",1228,"finished products,other vegetables,whole milk,whipped/sour cream,margarine,cereals,soda,salty snack",8,2208,8,"Rania",37,"Dakahlia","Cash"
"1229",1229,"pork,beef,citrus fruit,berries,root vegetables,other vegetables,whole milk,yogurt,cream cheese ,vinegar,oil,cat food,specialty chocolate,detergent,dish cleaner,abrasive cleaner,cleaner,hygiene articles,shopping bags",19,2007,8,"Rania",37,"Dakahlia","Credit"
"1230",1230,"root vegetables,whole milk,yogurt,frozen potato products",4,653,13,"Sayed",37,"Cairo","Credit"
"1231",1231,"domestic eggs,seasonal products,shopping bags",3,1814,3,"Ahmed",30,"Giza","Credit"
"1232",1232,"domestic eggs,specialty bar,seasonal products,shopping bags",4,909,7,"Huda",39,"Gharbia","Credit"
"1233",1233,"bottled water,soda",2,1658,4,"Adel",50,"Alexandria","Credit"
"1234",1234,"cling film/bags",1,520,9,"Maged",60,"Hurghada","Cash"
"1235",1235,"other vegetables,rolls/buns,bottled water,fruit/vegetable juice,canned beer,whisky,shopping bags",7,2049,14,"Magdy",36,"Sohag","Credit"
"1236",1236,"whole milk",1,393,15,"Sameh",35,"Hurghada","Credit"
"1237",1237,"sausage,meat,pork,whole milk,butter,whipped/sour cream,frozen vegetables,frozen dessert,white bread,brown bread,pastry,coffee",12,1301,14,"Magdy",36,"Sohag","Credit"
